asn,cone_asns,cone_prefixes,cone_addresses
134914,1,1,256
134906,1,1,256
134896,1,1,256
134894,1,1,256
134845,1,1,256
134839,1,1,256
134834,1,1,256
134827,1,1,256
134826,1,1,256
134822,1,1,256
134819,1,1,256
134818,1,1,256
134808,1,1,256
134801,1,1,256
134799,1,1,256
134796,1,1,256
134793,1,1,256
134784,1,1,256
134778,1,1,256
134754,1,1,256
134748,1,1,256
134747,1,1,256
134733,1,1,256
134725,1,1,256
134721,1,1,256
134714,1,1,256
134691,1,1,256
134690,1,1,256
134679,1,1,256
134678,1,1,256
134671,1,1,256
134670,1,1,256
134663,1,1,256
134662,1,1,256
134661,1,1,256
134659,1,1,256
134656,1,1,256
134653,1,1,256
134652,1,1,256
134650,1,1,256
134645,1,1,256
134641,1,1,256
134638,1,1,256
134634,1,1,256
134628,1,1,256
134627,1,1,256
134621,1,1,256
134615,1,1,256
134614,1,1,256
134613,1,1,256
134556,1,1,256
134513,1,1,256
134463,1,1,256
134450,1,1,256
134438,1,1,256
134434,1,1,256
134430,1,1,256
134428,1,1,256
134427,1,1,256
134416,1,1,256
134414,1,1,256
134408,1,1,256
134403,1,1,256
134397,1,1,256
134384,1,1,256
134376,1,1,256
134357,1,1,256
134349,1,1,256
134347,1,1,256
134344,1,1,256
134311,1,1,256
134303,1,1,256
134302,1,1,256
134298,1,1,256
134290,1,1,256
134286,1,1,256
134284,1,1,256
134283,1,1,256
134279,1,1,256
134272,1,1,256
134262,1,1,256
134253,1,1,256
134251,1,1,256
134249,1,1,256
134248,1,1,256
134245,1,1,256
134241,1,1,256
134239,1,1,256
134235,2,1,256
134214,1,1,256
134211,1,1,256
134203,1,1,256
134188,1,1,256
134183,1,1,256
134182,1,1,256
134178,1,1,256
134167,1,1,256
134165,1,1,256
134164,1,1,256
134163,1,1,256
134162,1,1,256
134161,1,1,256
134154,1,1,256
134145,1,1,256
134133,1,1,256
134131,1,1,256
134129,1,1,256
134126,1,1,256
134122,1,1,256
134115,1,1,256
134108,1,1,256
134101,1,1,256
134095,1,1,256
134092,2,1,256
134091,1,1,256
134082,1,1,256
134081,1,1,256
134075,1,1,256
134074,1,1,256
134070,1,1,256
134068,1,1,256
134057,1,1,256
134054,1,1,256
134034,1,1,256
134024,1,1,256
133992,1,1,256
133990,1,1,256
133988,1,1,256
133985,1,1,256
133978,1,1,256
133974,1,1,256
133958,1,1,256
133941,1,1,256
133940,1,1,256
133935,1,1,256
133927,1,1,256
133925,1,1,256
133912,1,1,256
133907,1,1,256
133902,1,1,256
133901,1,1,256
133900,1,1,256
133884,1,1,256
133872,1,1,256
133870,1,1,256
133863,1,1,256
133857,1,1,256
133856,1,1,256
133852,1,1,256
133850,1,1,256
133849,1,1,256
133845,1,1,256
133844,1,1,256
133839,1,1,256
133835,1,1,256
133832,1,1,256
133825,1,1,256
133824,1,1,256
133822,1,1,256
133816,1,1,256
133810,1,1,256
133807,1,1,256
133805,1,1,256
133803,1,1,256
133802,1,1,256
133796,1,1,256
133792,1,1,256
133791,1,1,256
133785,1,1,256
133764,1,1,256
133758,1,1,256
133757,1,1,256
133755,1,1,256
133754,1,1,256
133745,1,1,256
133742,1,1,256
133728,1,1,256
133723,1,1,256
133709,1,1,256
133703,1,1,256
133698,1,1,256
133659,1,1,256
133650,1,1,256
133644,1,1,256
133640,1,1,256
133627,1,1,256
133622,1,1,256
133619,1,1,256
133616,1,1,256
133609,1,1,256
133604,1,1,256
133603,1,1,256
133600,1,1,256
133599,1,1,256
133588,1,1,256
133587,1,1,256
133584,1,1,256
133582,1,1,256
133581,1,1,256
133578,1,1,256
133546,1,1,256
133544,1,1,256
133541,1,1,256
133533,1,1,256
133521,1,1,256
133520,1,1,256
133507,2,1,256
133496,1,1,256
133491,1,1,256
133483,1,1,256
133475,1,1,256
133468,1,1,256
133462,1,1,256
133461,1,1,256
133459,1,1,256
133455,1,1,256
133428,1,1,256
133424,1,1,256
133422,1,1,256
133416,1,1,256
133413,1,1,256
133412,1,1,256
133404,1,1,256
133397,1,1,256
133395,1,1,256
133388,1,1,256
133371,1,1,256
133357,1,1,256
133355,1,1,256
133353,1,1,256
133347,1,1,256
133345,1,1,256
133344,1,1,256
133337,1,1,256
133335,1,1,256
133330,1,1,256
133318,1,1,256
133314,1,1,256
133313,1,1,256
133312,1,1,256
133306,1,1,256
133292,1,1,256
133282,1,1,256
133274,1,1,256
133266,1,1,256
133261,1,1,256
133259,1,1,256
133245,1,1,256
133233,1,1,256
133218,1,1,256
133216,1,1,256
133214,1,1,256
133212,1,1,256
133210,1,1,256
133204,1,1,256
133202,1,1,256
133200,1,1,256
133198,1,1,256
133195,1,1,256
133194,1,1,256
133191,1,1,256
133178,1,1,256
133175,1,1,256
133173,1,1,256
133156,1,1,256
133146,1,1,256
133145,1,1,256
133143,1,1,256
133141,1,1,256
133133,1,1,256
133132,1,1,256
133117,1,1,256
133116,1,1,256
133114,1,1,256
133108,1,1,256
133105,1,1,256
133102,1,1,256
133095,1,1,256
133089,1,1,256
133087,1,1,256
133083,1,1,256
133079,1,1,256
133073,1,1,256
133072,1,1,256
133068,1,1,256
133053,1,1,256
133052,1,1,256
133051,1,1,256
133048,1,1,256
133044,1,1,256
133040,1,1,256
133037,1,1,256
133036,1,1,256
133035,1,1,256
133028,1,1,256
133025,1,1,256
133019,1,1,256
133015,1,1,256
132999,1,1,256
132995,1,1,256
132981,1,1,256
132977,1,1,256
132970,1,1,256
132963,1,1,256
132950,1,1,256
132916,1,1,256
132914,1,1,256
132912,1,1,256
132911,1,1,256
132896,1,1,256
132891,1,1,256
132887,1,1,256
132879,1,1,256
132878,1,1,256
132871,1,1,256
132856,1,1,256
132855,1,1,256
132844,1,1,256
132834,1,1,256
132831,1,1,256
132823,1,1,256
132822,1,1,256
132805,1,1,256
132804,1,1,256
132801,1,1,256
132798,1,1,256
132797,1,1,256
132796,1,1,256
132795,1,1,256
132792,1,1,256
132788,1,1,256
132781,1,1,256
132741,1,1,256
132740,1,1,256
132732,1,1,256
132723,1,1,256
132713,1,1,256
132711,1,1,256
132710,1,1,256
132707,1,1,256
132706,1,1,256
132703,1,1,256
132702,1,1,256
132701,1,1,256
132699,1,1,256
132696,1,1,256
132695,1,1,256
132682,1,1,256
132672,1,1,256
132670,1,1,256
132667,1,1,256
132664,1,1,256
132662,1,1,256
132661,1,1,256
132659,1,1,256
132658,1,1,256
132655,1,1,256
132643,1,1,256
132638,1,1,256
132620,1,1,256
132613,1,1,256
132595,1,1,256
132594,1,1,256
132587,1,1,256
132582,1,1,256
132578,1,1,256
132572,1,1,256
132567,1,1,256
132554,1,1,256
132546,1,1,256
132545,1,1,256
132539,1,1,256
132520,1,1,256
132512,1,1,256
132502,1,1,256
132500,1,1,256
132498,1,1,256
132496,1,1,256
132493,1,1,256
132483,1,1,256
132479,1,1,256
132476,1,1,256
132473,1,1,256
132472,1,1,256
132464,1,1,256
132450,1,1,256
132448,1,1,256
132443,1,1,256
132440,1,1,256
132430,1,1,256
132424,1,1,256
132416,1,1,256
132412,1,1,256
132409,1,1,256
132407,1,1,256
132406,1,1,256
132403,1,1,256
132402,1,1,256
132398,1,1,256
132393,1,1,256
132388,1,1,256
132380,1,1,256
132378,1,1,256
132377,1,1,256
132375,1,1,256
132370,1,1,256
132360,1,1,256
132356,1,1,256
132349,1,1,256
132345,1,1,256
132339,1,1,256
132338,1,1,256
132334,1,1,256
132330,1,1,256
132327,1,1,256
132313,1,1,256
132305,1,1,256
132301,1,1,256
132284,1,1,256
132282,1,1,256
132278,1,1,256
132277,1,1,256
132266,1,1,256
132265,1,1,256
132250,1,1,256
132249,1,1,256
132242,1,1,256
132230,1,1,256
132223,1,1,256
132222,1,1,256
132219,1,1,256
132217,1,1,256
132205,1,1,256
132202,1,1,256
132193,1,1,256
132175,1,1,256
132172,1,1,256
132150,1,1,256
132144,1,1,256
132136,1,1,256
132134,1,1,256
132102,1,1,256
132099,1,1,256
132097,1,1,256
132090,1,1,256
132089,1,1,256
132083,1,1,256
132082,1,1,256
132077,1,1,256
132074,2,1,256
132066,1,1,256
132065,1,1,256
132063,1,1,256
132058,1,1,256
132047,1,1,256
132044,1,1,256
132033,1,1,256
132030,1,1,256
132027,1,1,256
132020,1,1,256
132014,1,1,256
132013,1,1,256
132001,1,1,256
131993,1,1,256
131924,1,1,256
131917,1,1,256
131913,1,1,256
131906,1,1,256
131903,1,1,256
131895,1,1,256
131894,1,1,256
131891,1,1,256
131789,1,1,256
131787,1,1,256
131786,1,1,256
131784,1,1,256
131783,1,1,256
131762,1,1,256
131761,1,1,256
131757,1,1,256
131754,1,1,256
131741,1,1,256
131737,1,1,256
131726,1,1,256
131721,1,1,256
131719,1,1,256
131718,1,1,256
131708,1,1,256
131703,1,1,256
131697,1,1,256
131696,1,1,256
131610,1,1,256
131525,1,1,256
131480,1,1,256
131474,1,1,256
131465,1,1,256
131369,1,1,256
131355,1,1,256
131354,1,1,256
131323,1,1,256
131318,1,1,256
131315,1,1,256
131314,1,1,256
131312,1,1,256
131306,1,1,256
131295,1,1,256
131294,1,1,256
131290,1,1,256
131286,1,1,256
131285,1,1,256
131282,1,1,256
131281,1,1,256
131264,1,1,256
131258,1,1,256
131257,1,1,256
131254,1,1,256
131253,1,1,256
131251,1,1,256
131248,2,1,256
131246,1,1,256
131245,1,1,256
131242,1,1,256
131237,1,1,256
131234,1,1,256
131230,1,1,256
131229,1,1,256
131225,1,1,256
131219,1,1,256
131218,1,1,256
131217,1,1,256
131204,1,1,256
131203,1,1,256
131202,1,1,256
131196,1,1,256
131184,1,1,256
131180,1,1,256
131179,1,1,256
131174,1,1,256
131170,1,1,256
131162,1,1,256
131131,1,1,256
131128,1,1,256
131125,1,1,256
131112,1,1,256
131107,1,1,256
131088,1,1,256
131078,1,1,256
64490,1,1,256
64484,1,1,256
64481,1,1,256
64477,1,1,256
64471,1,1,256
64464,1,1,256
64461,1,1,256
64460,1,1,256
64456,1,1,256
64455,1,1,256
64454,1,1,256
64453,1,1,256
64452,1,1,256
64450,1,1,256
64449,1,1,256
64447,1,1,256
64441,1,1,256
64440,1,1,256
64425,1,1,256
64424,1,1,256
64420,1,1,256
64418,1,1,256
64414,1,1,256
64409,1,1,256
64403,1,1,256
64400,1,1,256
64397,1,1,256
64316,1,1,256
64312,1,1,256
64310,1,1,256
64308,1,1,256
64306,1,1,256
64305,1,1,256
64303,1,1,256
64281,1,1,256
64271,1,1,256
64259,1,1,256
64251,1,1,256
64250,1,1,256
64246,1,1,256
64244,1,1,256
64241,1,1,256
64239,1,1,256
64230,1,1,256
64229,1,1,256
64223,1,1,256
64204,1,1,256
64203,1,1,256
64202,1,1,256
64198,1,1,256
64190,1,1,256
64141,1,1,256
64140,1,1,256
64090,1,1,256
64077,1,1,256
64076,1,1,256
64059,1,1,256
64045,1,1,256
64042,1,1,256
64030,1,1,256
64026,1,1,256
64020,1,1,256
64014,1,1,256
64000,1,1,256
63972,1,1,256
63965,1,1,256
63964,1,1,256
63947,1,1,256
63946,1,1,256
63942,1,1,256
63941,1,1,256
63938,1,1,256
63937,1,1,256
63935,1,1,256
63934,1,1,256
63886,1,1,256
63884,1,1,256
63879,1,1,256
63876,1,1,256
63860,1,1,256
63848,1,1,256
63846,1,1,256
63840,1,1,256
63736,1,1,256
63727,1,1,256
63697,1,1,256
63696,1,1,256
63571,1,1,256
63558,1,1,256
63531,1,1,256
63519,1,1,256
63517,1,1,256
63511,1,1,256
63506,1,1,256
63505,1,1,256
63503,1,1,256
63500,1,1,256
63499,1,1,256
63498,1,1,256
63489,1,1,256
63487,1,1,256
63478,1,1,256
63477,1,1,256
63476,1,1,256
63470,1,1,256
63465,1,1,256
63464,1,1,256
63463,1,1,256
63461,1,1,256
63458,1,1,256
63456,1,1,256
63455,1,1,256
63451,1,1,256
63449,1,1,256
63446,1,1,256
63444,1,1,256
63438,1,1,256
63433,1,1,256
63432,1,1,256
63426,1,1,256
63424,1,1,256
63422,1,1,256
63413,1,1,256
63411,1,1,256
63407,1,1,256
63406,1,1,256
63404,1,1,256
63403,1,1,256
63401,1,1,256
63396,1,1,256
63395,1,1,256
63387,1,1,256
63382,1,1,256
63380,1,1,256
63378,1,1,256
63375,1,1,256
63372,1,1,256
63365,1,1,256
63364,1,1,256
63359,1,1,256
63354,1,1,256
63350,1,1,256
63347,1,1,256
63341,1,1,256
63340,1,1,256
63336,1,1,256
63334,1,1,256
63332,1,1,256
63327,1,1,256
63321,1,1,256
63316,1,1,256
63315,1,1,256
63314,1,1,256
63308,1,1,256
63307,1,1,256
63301,1,1,256
63300,1,1,256
63293,1,1,256
63291,1,1,256
63289,1,1,256
63277,1,1,256
63273,1,1,256
63266,1,1,256
63261,1,1,256
63260,1,1,256
63259,1,1,256
63253,1,1,256
63249,1,1,256
63248,1,1,256
63247,1,1,256
63245,1,1,256
63244,1,1,256
63241,1,1,256
63237,1,1,256
63234,1,1,256
63233,1,1,256
63232,1,1,256
63231,1,1,256
63225,1,1,256
63223,1,1,256
63221,1,1,256
63215,1,1,256
63211,1,1,256
63207,1,1,256
63206,1,1,256
63205,1,1,256
63204,1,1,256
63202,1,1,256
63198,1,1,256
63194,1,1,256
63193,1,1,256
63180,1,1,256
63177,1,1,256
63172,1,1,256
63171,1,1,256
63167,1,1,256
63166,1,1,256
63164,1,1,256
63153,1,1,256
63146,1,1,256
63144,1,1,256
63143,1,1,256
63140,1,1,256
63137,1,1,256
63135,1,1,256
63132,1,1,256
63126,1,1,256
63120,1,1,256
63118,1,1,256
63115,1,1,256
63114,1,1,256
63108,1,1,256
63101,1,1,256
63099,1,1,256
63097,1,1,256
63095,1,1,256
63093,1,1,256
63091,1,1,256
63087,1,1,256
63077,1,1,256
63075,1,1,256
63070,1,1,256
63067,1,1,256
63066,1,1,256
63065,1,1,256
63059,1,1,256
63058,1,1,256
63054,1,1,256
63046,1,1,256
63038,1,1,256
63036,1,1,256
63032,1,1,256
63030,1,1,256
63029,1,1,256
63027,1,1,256
63021,1,1,256
63012,1,1,256
63011,1,1,256
63007,1,1,256
63006,1,1,256
63002,1,1,256
63000,1,1,256
62995,1,1,256
62993,1,1,256
62992,1,1,256
62991,1,1,256
62986,1,1,256
62984,1,1,256
62978,1,1,256
62973,1,1,256
62971,1,1,256
62965,1,1,256
62953,1,1,256
62951,1,1,256
62945,1,1,256
62944,1,1,256
62939,1,1,256
62937,1,1,256
62934,1,1,256
62933,1,1,256
62930,1,1,256
62925,1,1,256
62924,1,1,256
62920,1,1,256
62905,1,1,256
62903,1,1,256
62901,1,1,256
62900,1,1,256
62895,1,1,256
62885,1,1,256
62884,1,1,256
62875,1,1,256
62873,1,1,256
62867,1,1,256
62863,1,1,256
62859,1,1,256
62854,1,1,256
62852,1,1,256
62850,1,1,256
62848,1,1,256
62847,1,1,256
62846,1,1,256
62829,1,1,256
62828,1,1,256
62826,1,1,256
62822,1,1,256
62817,1,1,256
62812,2,1,256
62808,1,1,256
62803,1,1,256
62801,1,1,256
62800,1,1,256
62799,1,1,256
62797,1,1,256
62796,1,1,256
62794,1,1,256
62791,1,1,256
62790,1,1,256
62778,1,1,256
62772,1,1,256
62770,1,1,256
62769,1,1,256
62768,1,1,256
62767,1,1,256
62766,1,1,256
62765,1,1,256
62764,1,1,256
62760,1,1,256
62758,1,1,256
62751,1,1,256
62750,1,1,256
62749,1,1,256
62745,1,1,256
62742,1,1,256
62739,1,1,256
62737,1,1,256
62736,1,1,256
62735,1,1,256
62732,1,1,256
62730,1,1,256
62726,1,1,256
62721,1,1,256
62719,1,1,256
62717,1,1,256
62709,1,1,256
62702,1,1,256
62696,1,1,256
62678,1,1,256
62677,1,1,256
62675,1,1,256
62673,1,1,256
62672,1,1,256
62669,1,1,256
62661,1,1,256
62631,1,1,256
62625,1,1,256
62623,1,1,256
62608,1,1,256
62606,1,1,256
62596,1,1,256
62589,1,1,256
62583,1,1,256
62579,1,1,256
62572,1,1,256
62570,1,1,256
62565,1,1,256
62562,1,1,256
62561,1,1,256
62556,1,1,256
62554,1,1,256
62549,1,1,256
62548,1,1,256
62546,1,1,256
62543,1,1,256
62536,1,1,256
62527,1,1,256
62526,1,1,256
62521,1,1,256
62517,1,1,256
62510,1,1,256
62506,1,1,256
62505,1,1,256
62504,1,1,256
62503,1,1,256
62498,1,1,256
62493,1,1,256
62483,1,1,256
62480,1,1,256
62479,1,1,256
62478,1,1,256
62475,1,1,256
62471,1,1,256
62464,1,1,256
62461,1,1,256
62457,1,1,256
62448,1,1,256
62447,1,1,256
62446,1,1,256
62445,1,1,256
62444,1,1,256
62443,1,1,256
62439,1,1,256
62436,1,1,256
62433,1,1,256
62428,1,1,256
62426,1,1,256
62425,1,1,256
62422,1,1,256
62421,1,1,256
62414,1,1,256
62413,1,1,256
62411,1,1,256
62407,1,1,256
62404,1,1,256
62396,1,1,256
62389,1,1,256
62379,1,1,256
62378,1,1,256
62375,1,1,256
62374,1,1,256
62372,1,1,256
62369,1,1,256
62368,1,1,256
62362,1,1,256
62361,1,1,256
62359,1,1,256
62358,1,1,256
62351,1,1,256
62350,1,1,256
62346,1,1,256
62345,1,1,256
62344,1,1,256
62342,1,1,256
62339,1,1,256
62335,1,1,256
62333,1,1,256
62331,1,1,256
62330,1,1,256
62324,1,1,256
62322,1,1,256
62318,1,1,256
62316,1,1,256
62315,1,1,256
62309,1,1,256
62308,1,1,256
62307,1,1,256
62306,1,1,256
62305,1,1,256
62299,1,1,256
62295,1,1,256
62279,1,1,256
62274,1,1,256
62273,1,1,256
62272,1,1,256
62264,1,1,256
62260,1,1,256
62258,1,1,256
62253,1,1,256
62252,1,1,256
62243,1,1,256
62236,1,1,256
62233,1,1,256
62232,1,1,256
62226,1,1,256
62208,1,1,256
62207,1,1,256
62203,1,1,256
62199,1,1,256
62197,1,1,256
62190,1,1,256
62189,1,1,256
62187,1,1,256
62185,1,1,256
62180,1,1,256
62170,1,1,256
62168,1,1,256
62165,1,1,256
62154,1,1,256
62150,1,1,256
62146,1,1,256
62144,1,1,256
62137,1,1,256
62131,1,1,256
62128,1,1,256
62127,1,1,256
62124,1,1,256
62122,1,1,256
62120,1,1,256
62115,1,1,256
62114,1,1,256
62112,1,1,256
62111,1,1,256
62108,1,1,256
62092,1,1,256
62091,1,1,256
62083,1,1,256
62078,1,1,256
62074,1,1,256
62071,1,1,256
62070,1,1,256
62066,1,1,256
62065,1,1,256
62063,1,1,256
62057,1,1,256
62056,1,1,256
62053,1,1,256
62050,1,1,256
62042,1,1,256
62037,1,1,256
62036,1,1,256
62034,1,1,256
62032,1,1,256
62030,1,1,256
62026,1,1,256
62025,1,1,256
61997,1,1,256
61993,1,1,256
61991,1,1,256
61989,1,1,256
61988,1,1,256
61985,1,1,256
61983,1,1,256
61980,1,1,256
61977,1,1,256
61976,1,1,256
61972,1,1,256
61971,1,1,256
61965,1,1,256
61963,1,1,256
61959,1,1,256
61958,1,1,256
61903,1,1,256
61892,1,1,256
61881,1,1,256
61866,1,1,256
61848,1,1,256
61843,1,1,256
61841,1,1,256
61840,1,1,256
61814,1,1,256
61781,1,1,256
61760,1,1,256
61749,1,1,256
61742,1,1,256
61656,1,1,256
61585,1,1,256
61576,1,1,256
61575,1,1,256
61571,1,1,256
61513,1,1,256
61507,1,1,256
61504,1,1,256
61495,1,1,256
61480,1,1,256
61479,1,1,256
61475,1,1,256
61473,1,1,256
61464,1,1,256
61463,1,1,256
61459,1,1,256
61457,1,1,256
61455,1,1,256
61453,1,1,256
61447,1,1,256
61443,1,1,256
61436,1,1,256
61434,1,1,256
61420,1,1,256
61416,1,1,256
61413,1,1,256
61411,1,1,256
61410,1,1,256
61407,1,1,256
61403,1,1,256
61402,1,1,256
61392,1,1,256
61383,1,1,256
61379,1,1,256
61376,1,1,256
61375,1,1,256
61370,1,1,256
61362,1,1,256
61361,1,1,256
61358,1,1,256
61355,1,1,256
61353,1,1,256
61350,1,1,256
61348,1,1,256
61347,1,1,256
61346,1,1,256
61341,2,1,256
61338,1,1,256
61336,1,1,256
61335,1,1,256
61334,1,1,256
61328,1,1,256
61326,1,1,256
61322,1,1,256
61321,1,1,256
61320,1,1,256
61313,1,1,256
61306,1,1,256
61305,1,1,256
61301,1,1,256
61294,1,1,256
61291,1,1,256
61290,1,1,256
61283,1,1,256
61279,1,1,256
61278,1,1,256
61277,1,1,256
61274,1,1,256
61271,1,1,256
61270,1,1,256
61269,1,1,256
61265,1,1,256
61264,1,1,256
61261,1,1,256
61259,1,1,256
61257,1,1,256
61249,1,1,256
61247,1,1,256
61243,1,1,256
61237,1,1,256
61235,1,1,256
61230,1,1,256
61229,1,1,256
61225,1,1,256
61216,1,1,256
61201,1,1,256
61197,1,1,256
61196,1,1,256
61193,1,1,256
61191,1,1,256
61188,1,1,256
61187,1,1,256
61182,1,1,256
61176,1,1,256
61167,1,1,256
61166,1,1,256
61162,1,1,256
61151,1,1,256
61141,1,1,256
61140,1,1,256
61123,1,1,256
61118,1,1,256
61117,1,1,256
61115,1,1,256
61114,1,1,256
61112,1,1,256
61106,1,1,256
61103,1,1,256
61101,1,1,256
61096,1,1,256
61091,1,1,256
61084,1,1,256
61082,1,1,256
61077,1,1,256
61075,1,1,256
61066,1,1,256
61063,1,1,256
61061,1,1,256
61058,1,1,256
61057,1,1,256
61052,1,1,256
61051,1,1,256
61050,1,1,256
61041,1,1,256
61039,1,1,256
61037,1,1,256
61036,1,1,256
61035,1,1,256
61022,1,1,256
61020,1,1,256
61018,1,1,256
61014,1,1,256
61011,1,1,256
61009,1,1,256
61002,1,1,256
60996,1,1,256
60992,1,1,256
60980,1,1,256
60973,1,1,256
60971,1,1,256
60968,1,1,256
60967,1,1,256
60956,1,1,256
60954,1,1,256
60951,1,1,256
60947,1,1,256
60946,1,1,256
60944,1,1,256
60933,1,1,256
60922,1,1,256
60918,1,1,256
60915,1,1,256
60913,1,1,256
60911,1,1,256
60894,1,1,256
60892,1,1,256
60887,1,1,256
60881,1,1,256
60872,1,1,256
60870,1,1,256
60865,1,1,256
60861,1,1,256
60859,1,1,256
60857,1,1,256
60854,1,1,256
60850,1,1,256
60844,1,1,256
60841,1,1,256
60837,1,1,256
60835,1,1,256
60834,1,1,256
60833,1,1,256
60829,1,1,256
60827,1,1,256
60818,1,1,256
60816,1,1,256
60812,1,1,256
60805,1,1,256
60799,1,1,256
60796,1,1,256
60795,1,1,256
60780,1,1,256
60779,1,1,256
60773,1,1,256
60766,1,1,256
60762,1,1,256
60755,1,1,256
60753,1,1,256
60748,1,1,256
60746,1,1,256
60742,1,1,256
60735,1,1,256
60731,1,1,256
60729,1,1,256
60726,1,1,256
60724,1,1,256
60719,1,1,256
60714,1,1,256
60710,1,1,256
60708,1,1,256
60704,1,1,256
60702,1,1,256
60701,1,1,256
60699,1,1,256
60696,1,1,256
60694,1,1,256
60684,1,1,256
60682,1,1,256
60678,1,1,256
60676,1,1,256
60665,1,1,256
60659,1,1,256
60658,1,1,256
60657,1,1,256
60655,1,1,256
60653,1,1,256
60649,1,1,256
60644,1,1,256
60643,1,1,256
60642,1,1,256
60639,1,1,256
60637,1,1,256
60635,1,1,256
60634,1,1,256
60630,1,1,256
60629,1,1,256
60628,1,1,256
60625,1,1,256
60620,1,1,256
60616,1,1,256
60611,1,1,256
60604,1,1,256
60600,1,1,256
60598,1,1,256
60596,1,1,256
60593,1,1,256
60591,1,1,256
60583,1,1,256
60578,1,1,256
60575,1,1,256
60571,1,1,256
60568,1,1,256
60565,1,1,256
60562,1,1,256
60561,1,1,256
60557,1,1,256
60556,1,1,256
60553,1,1,256
60550,1,1,256
60546,1,1,256
60544,1,1,256
60542,1,1,256
60538,1,1,256
60535,1,1,256
60526,1,1,256
60523,1,1,256
60521,1,1,256
60520,1,1,256
60519,1,1,256
60518,1,1,256
60513,1,1,256
60512,1,1,256
60510,1,1,256
60507,1,1,256
60500,1,1,256
60499,1,1,256
60487,1,1,256
60483,1,1,256
60482,1,1,256
60464,1,1,256
60461,1,1,256
60457,1,1,256
60452,1,1,256
60450,1,1,256
60442,1,1,256
60434,1,1,256
60424,1,1,256
60421,1,1,256
60420,1,1,256
60418,1,1,256
60416,1,1,256
60413,1,1,256
60408,1,1,256
60406,1,1,256
60403,1,1,256
60400,1,1,256
60383,1,1,256
60379,1,1,256
60377,1,1,256
60375,1,1,256
60374,1,1,256
60365,1,1,256
60364,1,1,256
60361,1,1,256
60360,1,1,256
60359,1,1,256
60358,1,1,256
60348,1,1,256
60346,1,1,256
60337,1,1,256
60335,1,1,256
60329,1,1,256
60324,1,1,256
60321,1,1,256
60313,1,1,256
60309,1,1,256
60308,1,1,256
60307,1,1,256
60303,1,1,256
60298,1,1,256
60295,1,1,256
60290,1,1,256
60289,1,1,256
60286,1,1,256
60282,1,1,256
60272,1,1,256
60271,1,1,256
60270,1,1,256
60250,1,1,256
60226,1,1,256
60222,1,1,256
60219,1,1,256
60218,1,1,256
60215,1,1,256
60201,1,1,256
60192,1,1,256
60190,1,1,256
60189,1,1,256
60179,1,1,256
60177,1,1,256
60159,1,1,256
60150,1,1,256
60147,1,1,256
60145,1,1,256
60133,1,1,256
60132,1,1,256
60128,1,1,256
60127,1,1,256
60125,1,1,256
60121,1,1,256
60120,1,1,256
60114,1,1,256
60112,1,1,256
60108,1,1,256
60106,1,1,256
60105,1,1,256
60104,1,1,256
60100,1,1,256
60099,1,1,256
60097,1,1,256
60093,1,1,256
60090,1,1,256
60088,1,1,256
60085,1,1,256
60083,1,1,256
60077,1,1,256
60076,1,1,256
60067,1,1,256
60066,1,1,256
60064,1,1,256
60058,1,1,256
60057,1,1,256
60053,1,1,256
60040,1,1,256
60030,1,1,256
60028,1,1,256
60025,1,1,256
60019,1,1,256
60017,1,1,256
60006,1,1,256
60005,1,1,256
59996,1,1,256
59995,1,1,256
59992,1,1,256
59988,1,1,256
59987,1,1,256
59986,1,1,256
59979,1,1,256
59974,1,1,256
59973,1,1,256
59972,1,1,256
59967,1,1,256
59961,1,1,256
59960,1,1,256
59957,1,1,256
59946,1,1,256
59942,1,1,256
59941,1,1,256
59938,1,1,256
59937,1,1,256
59935,1,1,256
59934,1,1,256
59928,1,1,256
59923,1,1,256
59918,1,1,256
59910,1,1,256
59906,1,1,256
59904,1,1,256
59903,1,1,256
59896,1,1,256
59892,1,1,256
59887,1,1,256
59881,1,1,256
59868,1,1,256
59864,1,1,256
59860,1,1,256
59858,1,1,256
59852,1,1,256
59850,1,1,256
59846,1,1,256
59840,1,1,256
59837,1,1,256
59831,1,1,256
59829,1,1,256
59826,1,1,256
59825,1,1,256
59824,1,1,256
59811,1,1,256
59809,1,1,256
59797,1,1,256
59795,1,1,256
59792,1,1,256
59788,1,1,256
59781,1,1,256
59769,1,1,256
59768,1,1,256
59765,1,1,256
59762,1,1,256
59760,1,1,256
59757,1,1,256
59756,1,1,256
59750,1,1,256
59747,1,1,256
59746,1,1,256
59741,1,1,256
59735,1,1,256
59725,1,1,256
59722,1,1,256
59718,1,1,256
59717,1,1,256
59709,1,1,256
59696,1,1,256
