asn,cone_asns,cone_prefixes,cone_addresses
6895,2,6,2304
6838,1,10,2304
5182,1,9,2304
5108,1,6,2304
4243,1,7,2304
3905,1,8,2304
3845,1,3,2304
3756,1,4,2304
3465,1,2,2304
2646,1,9,2304
2634,2,9,2304
2568,1,11,2304
1536,1,9,2304
1526,1,9,2304
1449,1,9,2304
1197,1,2,2304
397204,1,8,2048
397193,1,8,2048
396353,1,5,2048
396334,1,1,2048
396207,1,8,2048
396191,1,8,2048
396032,1,1,2048
395948,1,6,2048
395866,1,4,2048
395822,1,2,2048
395810,1,1,2048
395807,1,1,2048
395778,1,1,2048
395759,1,3,2048
395681,1,8,2048
395619,2,8,2048
395573,1,4,2048
395566,1,3,2048
395466,1,1,2048
395434,2,7,2048
395341,1,3,2048
395339,1,8,2048
395162,1,8,2048
395130,1,4,2048
395107,1,8,2048
394991,1,8,2048
394949,1,3,2048
394895,1,1,2048
394859,1,8,2048
394749,1,8,2048
394723,1,1,2048
394576,1,6,2048
394548,1,9,2048
394506,1,5,2048
394399,1,8,2048
394344,1,2,2048
394283,1,2,2048
394221,1,4,2048
394195,1,5,2048
394026,1,1,2048
393976,1,9,2048
393951,1,5,2048
393916,1,7,2048
393895,1,8,2048
393861,1,2,2048
393845,1,6,2048
393769,1,2,2048
393665,1,1,2048
393632,1,2,2048
393524,1,2,2048
393429,1,1,2048
393278,1,4,2048
328270,1,9,2048
328262,1,1,2048
328258,2,8,2048
328251,1,1,2048
328220,1,1,2048
328180,1,9,2048
328167,1,8,2048
328164,2,2,2048
328140,1,1,2048
328125,1,1,2048
328101,1,8,2048
328097,1,1,2048
328081,1,1,2048
328075,1,9,2048
328074,1,1,2048
328066,1,8,2048
328060,1,1,2048
328035,1,2,2048
328033,1,1,2048
328024,1,6,2048
328001,1,1,2048
327995,1,9,2048
327989,1,3,2048
327943,1,2,2048
327939,1,5,2048
327892,1,10,2048
327862,1,1,2048
327854,1,1,2048
327809,1,2,2048
327741,1,9,2048
327716,1,9,2048
327715,1,7,2048
267541,2,6,2048
267512,2,6,2048
267124,2,8,2048
267114,1,5,2048
267095,2,2,2048
267044,2,5,2048
266979,2,6,2048
266951,2,10,2048
266632,1,2,2048
266623,2,14,2048
266573,2,9,2048
266568,2,11,2048
266566,2,8,2048
266523,2,10,2048
266515,2,10,2048
266493,2,11,2048
266486,2,5,2048
266476,2,5,2048
266457,1,3,2048
266436,2,10,2048
266428,2,6,2048
266410,2,10,2048
266400,2,10,2048
266371,2,2,2048
266368,2,6,2048
266347,2,2,2048
266281,2,5,2048
266253,1,10,2048
266251,2,14,2048
266220,2,8,2048
266210,2,8,2048
266150,2,2,2048
266129,2,8,2048
266084,2,4,2048
266072,2,6,2048
266065,2,4,2048
266036,2,6,2048
266032,2,6,2048
266019,2,4,2048
265975,1,2,2048
265947,2,8,2048
265937,2,10,2048
265751,1,8,2048
265748,1,3,2048
265729,1,5,2048
265713,1,2,2048
265671,1,2,2048
265482,2,12,2048
265470,2,4,2048
265432,2,9,2048
265429,2,11,2048
265406,2,8,2048
265402,1,6,2048
265365,2,6,2048
265337,2,11,2048
265326,1,11,2048
265279,1,10,2048
265274,1,7,2048
265264,1,14,2048
265252,1,14,2048
265251,1,4,2048
265247,1,13,2048
265239,1,13,2048
265238,2,5,2048
265229,1,8,2048
265224,1,10,2048
265215,2,10,2048
265206,2,13,2048
265189,1,10,2048
265175,2,12,2048
265157,2,9,2048
265153,1,12,2048
265150,1,4,2048
265147,2,6,2048
265136,2,14,2048
265128,1,9,2048
265126,1,14,2048
265123,1,4,2048
265043,1,6,2048
265036,2,10,2048
265028,1,6,2048
265013,1,14,2048
264999,2,7,2048
264997,2,2,2048
264991,2,11,2048
264982,2,6,2048
264981,1,11,2048
264977,2,4,2048
264972,1,14,2048
264961,2,8,2048
264948,2,11,2048
264940,2,2,2048
264912,2,7,2048
264909,1,2,2048
264900,1,9,2048
264899,2,5,2048
264881,1,2,2048
264880,1,10,2048
264877,1,10,2048
264857,1,6,2048
264844,1,8,2048
264777,1,2,2048
264733,1,7,2048
264709,1,2,2048
264703,1,5,2048
264663,1,8,2048
264659,1,8,2048
264640,1,2,2048
264637,1,8,2048
264634,1,8,2048
264602,1,10,2048
264600,2,12,2048
264593,1,6,2048
264565,1,6,2048
264553,2,10,2048
264552,1,10,2048
264550,1,4,2048
264549,1,2,2048
264537,2,2,2048
264536,1,10,2048
264517,1,14,2048
264516,1,6,2048
264513,1,7,2048
264490,2,9,2048
264484,1,2,2048
264479,1,6,2048
264477,1,6,2048
264471,1,10,2048
264449,2,10,2048
264446,1,8,2048
264432,1,6,2048
264429,1,2,2048
264428,1,6,2048
264424,1,8,2048
264406,1,8,2048
264384,2,8,2048
264368,2,10,2048
264365,1,2,2048
264353,1,2,2048
264349,1,6,2048
264342,1,6,2048
264333,2,5,2048
264331,1,2,2048
264316,1,10,2048
264306,2,7,2048
264299,1,4,2048
264293,2,8,2048
264284,2,8,2048
264275,1,2,2048
264255,1,6,2048
264253,1,8,2048
264241,1,14,2048
264233,1,14,2048
264211,2,4,2048
264209,2,12,2048
264204,1,7,2048
264188,2,9,2048
264169,3,8,2048
264164,1,10,2048
264162,2,9,2048
264158,1,10,2048
264149,1,10,2048
264141,1,2,2048
264137,1,14,2048
264135,2,12,2048
264128,1,4,2048
264117,1,11,2048
264114,1,5,2048
264111,1,14,2048
264107,3,9,2048
264106,1,6,2048
264100,1,10,2048
264090,2,8,2048
264088,2,7,2048
264084,1,5,2048
264051,1,10,2048
264025,1,7,2048
264013,1,13,2048
264008,1,6,2048
264006,2,9,2048
263996,2,9,2048
263991,1,2,2048
263989,2,8,2048
263981,1,7,2048
263980,1,3,2048
263971,1,14,2048
263963,1,4,2048
263959,1,14,2048
263958,1,4,2048
263955,2,5,2048
263949,1,2,2048
263944,2,2,2048
263943,1,2,2048
263940,2,9,2048
263924,1,10,2048
263919,1,3,2048
263918,1,6,2048
263913,1,10,2048
263912,1,13,2048
263910,1,2,2048
263905,1,6,2048
263904,1,6,2048
263898,1,6,2048
263888,1,12,2048
263885,1,10,2048
263883,1,5,2048
263877,1,9,2048
263873,2,6,2048
263861,2,2,2048
263860,1,2,2048
263841,2,12,2048
263826,1,10,2048
263795,1,9,2048
263786,1,10,2048
263784,1,2,2048
263780,1,8,2048
263768,1,10,2048
263754,3,6,2048
263715,1,10,2048
263701,1,3,2048
263677,1,13,2048
263676,1,7,2048
263674,1,6,2048
263664,1,3,2048
263660,1,2,2048
263659,1,10,2048
263651,1,10,2048
263648,1,15,2048
263647,1,15,2048
263643,1,9,2048
263640,1,2,2048
263637,1,7,2048
263624,1,9,2048
263620,1,1,2048
263604,1,10,2048
263603,1,12,2048
263600,1,2,2048
263595,1,10,2048
263584,1,9,2048
263573,1,7,2048
263571,1,5,2048
263570,1,9,2048
263563,1,4,2048
263562,1,5,2048
263543,1,8,2048
263539,1,11,2048
263532,1,8,2048
263530,1,12,2048
263526,1,14,2048
263524,1,4,2048
263518,1,10,2048
263512,1,7,2048
263504,1,9,2048
263503,2,8,2048
263499,1,9,2048
263498,1,4,2048
263497,1,1,2048
263495,1,7,2048
263489,1,8,2048
263487,1,6,2048
263482,1,6,2048
263479,1,10,2048
263471,1,12,2048
263468,1,2,2048
263464,1,8,2048
263462,1,9,2048
263459,1,6,2048
263457,1,9,2048
263456,2,2,2048
263453,1,9,2048
263450,1,9,2048
263449,1,1,2048
263437,1,9,2048
263435,1,11,2048
263433,1,7,2048
263427,1,14,2048
263426,1,8,2048
263419,1,1,2048
263413,1,3,2048
263412,1,1,2048
263407,1,3,2048
263402,1,7,2048
263401,1,9,2048
263398,1,2,2048
263397,1,7,2048
263395,1,2,2048
263393,1,9,2048
263388,1,3,2048
263384,1,10,2048
263380,1,8,2048
263375,1,2,2048
263373,1,15,2048
263372,1,12,2048
263371,1,3,2048
263369,1,9,2048
263368,1,8,2048
263360,2,12,2048
263359,1,1,2048
263356,1,9,2048
263355,1,6,2048
263353,2,9,2048
263349,1,8,2048
263341,1,3,2048
263340,1,7,2048
263335,1,15,2048
263334,1,2,2048
263328,1,10,2048
263322,1,7,2048
263317,1,2,2048
263315,1,15,2048
263310,1,8,2048
263305,2,9,2048
263304,1,8,2048
263302,1,3,2048
263299,1,9,2048
263298,1,8,2048
263296,1,11,2048
263294,1,9,2048
263291,1,1,2048
263290,1,10,2048
263288,1,8,2048
263284,1,15,2048
263281,1,9,2048
263280,1,5,2048
263274,1,9,2048
263272,1,14,2048
263271,1,11,2048
263269,1,13,2048
263268,1,11,2048
263267,1,3,2048
263266,1,9,2048
263265,1,11,2048
263256,1,2,2048
263251,1,10,2048
263248,1,10,2048
263238,1,12,2048
263224,1,8,2048
263219,1,8,2048
263212,1,2,2048
263197,1,1,2048
263192,1,9,2048
263191,1,1,2048
263190,1,1,2048
263185,1,8,2048
263177,1,1,2048
263170,1,8,2048
263166,1,10,2048
263163,1,8,2048
263153,1,9,2048
263146,1,8,2048
263143,2,14,2048
263142,1,12,2048
263140,1,2,2048
263135,1,4,2048
263130,1,1,2048
263128,1,2,2048
263126,1,9,2048
263113,1,8,2048
263111,1,10,2048
263108,1,3,2048
263107,1,11,2048
263104,1,9,2048
263103,1,1,2048
263101,1,13,2048
263096,1,4,2048
263092,1,11,2048
263089,1,14,2048
263085,2,6,2048
263078,1,10,2048
263076,1,15,2048
263075,1,15,2048
263069,1,8,2048
263062,1,10,2048
263059,1,6,2048
263056,1,8,2048
263054,1,9,2048
263051,1,15,2048
263046,1,7,2048
263040,1,6,2048
263039,1,9,2048
263030,1,7,2048
263029,1,3,2048
263022,1,9,2048
263008,1,1,2048
263007,1,1,2048
263006,1,3,2048
263005,1,2,2048
263003,1,6,2048
262998,1,8,2048
262962,1,8,2048
262960,1,2,2048
262954,1,8,2048
262950,1,9,2048
262947,1,10,2048
262946,1,5,2048
262944,1,8,2048
262927,1,2,2048
262911,1,1,2048
262905,1,12,2048
262896,1,7,2048
262895,1,6,2048
262892,1,1,2048
262888,1,15,2048
262886,1,8,2048
262878,1,9,2048
262873,2,5,2048
262869,2,7,2048
262863,1,8,2048
262856,1,9,2048
262846,1,1,2048
262842,1,9,2048
262838,1,14,2048
262837,1,5,2048
262834,1,13,2048
262826,1,9,2048
262817,1,8,2048
262815,1,9,2048
262810,1,3,2048
262803,1,4,2048
262793,1,7,2048
262787,1,7,2048
262768,1,8,2048
262764,1,15,2048
262650,1,14,2048
262648,1,8,2048
262646,1,3,2048
262644,1,7,2048
262641,1,10,2048
262640,1,1,2048
262634,1,11,2048
262630,1,8,2048
262625,1,11,2048
262621,1,14,2048
262620,1,11,2048
262609,1,8,2048
262608,1,9,2048
262602,1,9,2048
262597,1,9,2048
262593,1,12,2048
262581,1,1,2048
262579,1,11,2048
262578,1,7,2048
262572,1,10,2048
262562,1,9,2048
262558,1,6,2048
262554,1,2,2048
262549,1,11,2048
262543,1,10,2048
262541,1,3,2048
262539,1,14,2048
262527,1,8,2048
262522,1,10,2048
262521,1,6,2048
262512,1,6,2048
262506,1,9,2048
262501,2,6,2048
262490,1,1,2048
262487,1,4,2048
262486,1,3,2048
262480,1,3,2048
262479,1,1,2048
262457,1,12,2048
262453,1,11,2048
262451,1,3,2048
262450,1,6,2048
262448,1,7,2048
262445,1,9,2048
262436,1,6,2048
262435,1,8,2048
262431,1,1,2048
262423,1,9,2048
262412,1,9,2048
262411,1,2,2048
262409,1,13,2048
262406,1,12,2048
262400,1,3,2048
262398,1,5,2048
262383,1,4,2048
262381,1,15,2048
262379,1,5,2048
262373,1,12,2048
262368,1,8,2048
262367,1,2,2048
262366,1,4,2048
262365,1,6,2048
262364,1,1,2048
262361,1,3,2048
262335,1,11,2048
262334,1,3,2048
262319,1,15,2048
262311,1,13,2048
262309,1,9,2048
262308,1,9,2048
262303,1,2,2048
262277,1,2,2048
262268,1,12,2048
262252,1,8,2048
262249,2,8,2048
262230,1,1,2048
262223,1,2,2048
262221,1,7,2048
262204,1,8,2048
262188,1,1,2048
262179,1,4,2048
262156,1,8,2048
262154,1,8,2048
262146,1,8,2048
207223,1,4,2048
207165,1,1,2048
207151,2,2,2048
207096,1,4,2048
207023,1,4,2048
206984,1,2,2048
206977,1,2,2048
206961,1,2,2048
206945,1,2,2048
206930,1,5,2048
206892,1,6,2048
206818,1,2,2048
206799,1,3,2048
206752,1,8,2048
206657,1,4,2048
206655,1,2,2048
206602,1,2,2048
206548,1,2,2048
206436,1,1,2048
206431,1,2,2048
206429,1,2,2048
206420,1,2,2048
206382,1,4,2048
206339,1,2,2048
206334,1,8,2048
206331,1,8,2048
206326,1,1,2048
206310,1,2,2048
206256,1,2,2048
206246,1,8,2048
206240,1,2,2048
206189,1,2,2048
206178,1,4,2048
206143,1,8,2048
206125,1,2,2048
206091,1,2,2048
206070,1,2,2048
205981,1,2,2048
205951,1,4,2048
205898,1,2,2048
205897,1,8,2048
205770,1,2,2048
205608,1,3,2048
205575,1,2,2048
205544,1,1,2048
205527,1,3,2048
205460,5,8,2048
205411,1,2,2048
205301,1,2,2048
205172,1,3,2048
205159,1,1,2048
204957,1,2,2048
204948,2,2,2048
204821,1,2,2048
204794,1,2,2048
204779,1,2,2048
204629,1,2,2048
204591,1,2,2048
204499,1,2,2048
204268,1,2,2048
204191,1,2,2048
204166,1,2,2048
204165,1,2,2048
204155,1,1,2048
204146,1,1,2048
204126,1,1,2048
204108,2,2,2048
204060,2,4,2048
204046,2,2,2048
204035,1,8,2048
204025,1,10,2048
203987,1,1,2048
203939,2,2,2048
203885,1,8,2048
203861,1,2,2048
203836,1,4,2048
203833,1,4,2048
203724,1,8,2048
203676,1,2,2048
203651,1,3,2048
203568,1,4,2048
203541,1,1,2048
203537,1,10,2048
203534,1,9,2048
203501,1,8,2048
203489,1,2,2048
203461,1,2,2048
203459,2,8,2048
203410,1,2,2048
203393,2,8,2048
203367,1,2,2048
203333,1,2,2048
203275,1,2,2048
203268,1,8,2048
203244,1,10,2048
203223,1,2,2048
203204,1,2,2048
203187,1,10,2048
203183,1,4,2048
203165,1,1,2048
202936,1,2,2048
202918,1,2,2048
202887,1,2,2048
202830,1,1,2048
202796,1,2,2048
202693,1,2,2048
202691,1,2,2048
202675,1,8,2048
202652,1,2,2048
202629,1,2,2048
202623,1,3,2048
202596,1,2,2048
202535,2,2,2048
202194,3,4,2048
202177,2,5,2048
202118,1,1,2048
202100,1,2,2048
202048,1,1,2048
202024,1,14,2048
202019,1,2,2048
201999,1,8,2048
201986,2,3,2048
201964,1,2,2048
201963,1,2,2048
201894,1,3,2048
201844,1,3,2048
201832,1,6,2048
201819,1,1,2048
201786,1,2,2048
201785,1,6,2048
201782,1,2,2048
201739,1,10,2048
201727,2,2,2048
201719,1,9,2048
201701,2,8,2048
201699,1,2,2048
201692,1,1,2048
201678,1,10,2048
201654,1,2,2048
201648,1,2,2048
201646,1,2,2048
201597,1,2,2048
201536,1,8,2048
201535,2,2,2048
201518,1,2,2048
201503,1,4,2048
201474,1,4,2048
201466,1,2,2048
201427,1,1,2048
201372,1,1,2048
201365,1,3,2048
201323,2,2,2048
201260,1,2,2048
201241,1,2,2048
201237,1,7,2048
201236,2,8,2048
201193,1,2,2048
201127,1,2,2048
201123,1,4,2048
201102,1,2,2048
201070,1,1,2048
201013,1,5,2048
200979,1,2,2048
200968,1,2,2048
200940,1,5,2048
200858,1,2,2048
200796,1,6,2048
200761,1,2,2048
200755,1,1,2048
200752,1,10,2048
200697,2,8,2048
200685,1,1,2048
200596,1,5,2048
200587,1,4,2048
200560,2,4,2048
200553,1,7,2048
200548,1,1,2048
200547,1,2,2048
200519,1,2,2048
200492,1,7,2048
200487,1,8,2048
200434,2,5,2048
200184,1,1,2048
200148,2,2,2048
200114,1,3,2048
200104,1,1,2048
200100,1,2,2048
200093,1,4,2048
200076,1,1,2048
199999,1,2,2048
199997,1,3,2048
199990,1,1,2048
199913,2,8,2048
199893,1,1,2048
199870,1,1,2048
199835,1,1,2048
199775,1,4,2048
199752,1,2,2048
199744,1,5,2048
199733,2,2,2048
199728,2,4,2048
199660,2,2,2048
199641,1,2,2048
199606,1,3,2048
199592,1,4,2048
199585,1,1,2048
199569,2,5,2048
199509,1,2,2048
199503,1,1,2048
199490,2,2,2048
199486,1,1,2048
199475,1,2,2048
199411,1,2,2048
199390,1,2,2048
199389,1,1,2048
199373,1,7,2048
199361,2,8,2048
199352,1,1,2048
199349,1,5,2048
199324,1,9,2048
199295,1,1,2048
199286,1,8,2048
199276,1,8,2048
199275,1,1,2048
199246,1,7,2048
199235,1,2,2048
199229,1,2,2048
199202,1,2,2048
199196,1,8,2048
199167,3,5,2048
199162,1,3,2048
199143,1,4,2048
199134,1,1,2048
199133,1,4,2048
199102,1,1,2048
199101,1,1,2048
199082,1,8,2048
199075,1,1,2048
199051,1,8,2048
199048,1,7,2048
199045,1,7,2048
199042,1,1,2048
198994,1,1,2048
198964,1,1,2048
198950,1,1,2048
198948,1,2,2048
198936,1,1,2048
198919,1,9,2048
198912,1,1,2048
198911,1,3,2048
198906,1,1,2048
198898,1,1,2048
198885,1,8,2048
198872,1,1,2048
198871,1,8,2048
198870,1,1,2048
198850,1,1,2048
198848,1,1,2048
198843,1,2,2048
198830,1,1,2048
198815,1,1,2048
198807,1,1,2048
198791,1,1,2048
198757,1,2,2048
198738,1,4,2048
198719,1,1,2048
198697,1,8,2048
198694,1,1,2048
198653,1,2,2048
198641,1,4,2048
198636,1,1,2048
198626,1,1,2048
198611,1,8,2048
198601,1,1,2048
198594,1,1,2048
198563,1,1,2048
198561,1,4,2048
198553,1,3,2048
198550,1,1,2048
198496,1,1,2048
198490,1,1,2048
198455,1,1,2048
198444,1,4,2048
198426,1,2,2048
198415,1,1,2048
198406,1,5,2048
198396,1,2,2048
198389,1,1,2048
198377,1,1,2048
198368,1,1,2048
198363,1,1,2048
198360,1,1,2048
198349,1,2,2048
198320,1,1,2048
198312,1,7,2048
198311,1,8,2048
198309,1,2,2048
198282,1,1,2048
198277,1,6,2048
198254,1,11,2048
198248,1,3,2048
198240,1,1,2048
198213,1,8,2048
198192,1,4,2048
198188,1,8,2048
198185,1,1,2048
198177,1,3,2048
198175,1,1,2048
198161,1,1,2048
198157,2,2,2048
198156,1,1,2048
198145,1,1,2048
198133,1,3,2048
198111,1,1,2048
198045,1,1,2048
198017,1,1,2048
198012,1,1,2048
198007,1,1,2048
197996,1,1,2048
197994,1,1,2048
197975,1,2,2048
197973,1,1,2048
197969,1,1,2048
197953,1,1,2048
197932,1,1,2048
197921,1,2,2048
197892,1,1,2048
197871,1,1,2048
197837,1,1,2048
197829,1,6,2048
197825,1,1,2048
197811,1,5,2048
197806,1,1,2048
197799,1,1,2048
197788,1,8,2048
197768,1,1,2048
197724,1,1,2048
197718,1,1,2048
197709,1,2,2048
197692,1,1,2048
197689,1,1,2048
197685,1,3,2048
197670,1,1,2048
197658,1,1,2048
197643,1,9,2048
197640,2,3,2048
197624,1,1,2048
197620,1,1,2048
197605,1,1,2048
197581,1,9,2048
197565,1,1,2048
197542,1,1,2048
197519,1,1,2048
197508,1,9,2048
197505,1,2,2048
197499,1,1,2048
197476,1,3,2048
197475,1,1,2048
197442,1,1,2048
197422,1,4,2048
197407,1,3,2048
197406,1,3,2048
197403,1,1,2048
197401,1,1,2048
197399,1,1,2048
197393,1,2,2048
197383,1,2,2048
197381,1,8,2048
197369,1,1,2048
197347,1,1,2048
197311,1,8,2048
197290,1,1,2048
197280,1,1,2048
197277,1,3,2048
197262,1,1,2048
197247,1,1,2048
197242,1,8,2048
197233,1,1,2048
197219,1,1,2048
197218,1,3,2048
197186,1,1,2048
197182,1,1,2048
197177,2,5,2048
197167,1,2,2048
197158,1,3,2048
197157,1,1,2048
197150,1,1,2048
197126,1,4,2048
197119,1,1,2048
197095,1,1,2048
197083,1,1,2048
197079,1,4,2048
197049,1,1,2048
197047,1,1,2048
197038,1,1,2048
197025,1,8,2048
197017,2,1,2048
196997,1,1,2048
196994,1,8,2048
196987,1,1,2048
196966,1,5,2048
196961,1,5,2048
196956,1,1,2048
196953,1,8,2048
196932,1,1,2048
196931,1,1,2048
196929,1,5,2048
196919,1,1,2048
196918,1,2,2048
196897,1,4,2048
196894,1,1,2048
196892,1,8,2048
196874,1,9,2048
196873,1,1,2048
196861,1,1,2048
196858,1,1,2048
196851,3,6,2048
196815,1,1,2048
196812,1,1,2048
196784,1,4,2048
196776,1,6,2048
196761,1,1,2048
196755,1,1,2048
196726,1,2,2048
196697,1,3,2048
196684,1,1,2048
196681,1,1,2048
196659,1,5,2048
196646,1,1,2048
196640,1,1,2048
196629,1,3,2048
136956,1,3,2048
136915,1,2,2048
136869,2,12,2048
136737,1,1,2048
136720,1,9,2048
136589,1,1,2048
136506,1,5,2048
136501,1,2,2048
136498,1,10,2048
136462,1,8,2048
136392,1,2,2048
136355,1,8,2048
136323,1,8,2048
136271,1,7,2048
136214,1,9,2048
136209,1,8,2048
136039,1,6,2048
136038,1,8,2048
136001,1,7,2048
136000,1,2,2048
135915,1,2,2048
135872,1,8,2048
135821,1,2,2048
135814,2,5,2048
135700,1,8,2048
135673,1,8,2048
135637,1,6,2048
135615,1,8,2048
135604,1,12,2048
135572,1,7,2048
135529,1,8,2048
135517,1,8,2048
135509,1,8,2048
135437,1,14,2048
135434,1,8,2048
135433,1,6,2048
135365,1,2,2048
135353,1,8,2048
135351,1,2,2048
135311,1,8,2048
135310,1,8,2048
135259,1,8,2048
135239,1,8,2048
135235,1,5,2048
135234,1,8,2048
135225,1,8,2048
135220,1,8,2048
135189,1,8,2048
135188,1,2,2048
135186,1,10,2048
135155,1,8,2048
135133,1,5,2048
135125,1,8,2048
135098,2,6,2048
135092,1,12,2048
135086,1,6,2048
135076,1,10,2048
135071,1,10,2048
135060,2,5,2048
135034,1,5,2048
135021,1,6,2048
135020,1,8,2048
135019,1,8,2048
135005,1,10,2048
134990,1,8,2048
134983,1,14,2048
134972,1,2,2048
134970,1,8,2048
134968,1,10,2048
134932,1,10,2048
134929,1,8,2048
134928,1,8,2048
134907,1,8,2048
134875,1,2,2048
134874,1,8,2048
134871,1,2,2048
134866,1,8,2048
134863,1,8,2048
134840,1,4,2048
134824,1,8,2048
134789,1,4,2048
134749,1,14,2048
134740,1,8,2048
134736,1,5,2048
134715,1,2,2048
134712,1,10,2048
134697,1,10,2048
134674,1,8,2048
134550,1,10,2048
134518,1,2,2048
134509,1,8,2048
134437,1,10,2048
134352,1,2,2048
134343,1,8,2048
134294,1,8,2048
134292,1,8,2048
134287,1,8,2048
134236,1,10,2048
134221,1,2,2048
134202,1,9,2048
134201,1,10,2048
134185,2,7,2048
134177,1,5,2048
134171,2,6,2048
134160,1,4,2048
134159,1,8,2048
134116,1,9,2048
134088,1,2,2048
134084,1,14,2048
134065,1,8,2048
134063,1,3,2048
134055,1,2,2048
134043,1,8,2048
134040,1,2,2048
134019,1,8,2048
134008,1,8,2048
134001,1,6,2048
133980,1,2,2048
133973,1,10,2048
133972,1,8,2048
133954,1,10,2048
133932,1,8,2048
133924,1,4,2048
133909,1,2,2048
133898,1,2,2048
133887,1,2,2048
133866,1,10,2048
133797,1,10,2048
133748,1,8,2048
133734,2,8,2048
133711,2,8,2048
133708,1,2,2048
133685,1,8,2048
133668,1,5,2048
133662,1,8,2048
133649,1,8,2048
133638,1,8,2048
133633,1,8,2048
133623,1,8,2048
133605,1,8,2048
133589,1,8,2048
133585,1,10,2048
133506,1,8,2048
133505,1,8,2048
133495,1,8,2048
133485,1,10,2048
133466,1,2,2048
133448,1,8,2048
133356,1,8,2048
133352,1,8,2048
133333,1,2,2048
133317,1,8,2048
133297,1,8,2048
133287,1,6,2048
133272,1,10,2048
133243,1,8,2048
133188,1,6,2048
133177,1,2,2048
133130,1,2,2048
133096,1,2,2048
133045,1,3,2048
133041,1,8,2048
132972,1,8,2048
132971,1,10,2048
132954,1,8,2048
132944,1,12,2048
132937,1,8,2048
132893,1,8,2048
132881,1,5,2048
132866,1,9,2048
132857,1,10,2048
132816,1,2,2048
132785,1,6,2048
132764,1,8,2048
132751,1,8,2048
132747,1,8,2048
132744,1,8,2048
132731,1,11,2048
132728,1,1,2048
132652,1,12,2048
132651,3,9,2048
132644,1,3,2048
132627,1,7,2048
132622,1,8,2048
132596,1,8,2048
132590,1,8,2048
132568,1,10,2048
132563,1,8,2048
132559,1,8,2048
132547,1,10,2048
132535,1,8,2048
132529,1,2,2048
132519,1,10,2048
132516,1,8,2048
132506,1,13,2048
132499,2,8,2048
132482,1,9,2048
132456,1,2,2048
132438,1,14,2048
132435,1,8,2048
132400,1,4,2048
132344,1,2,2048
132304,1,8,2048
132268,1,4,2048
132241,1,9,2048
132233,1,8,2048
132210,1,8,2048
132170,1,5,2048
132168,3,8,2048
132160,3,7,2048
132158,1,2,2048
132145,2,9,2048
132138,1,2,2048
132108,1,5,2048
132100,1,3,2048
132092,1,9,2048
132031,1,5,2048
132007,1,2,2048
132004,1,8,2048
131929,1,2,2048
131928,1,2,2048
131907,1,6,2048
131775,1,8,2048
131746,1,8,2048
131735,1,8,2048
131601,1,2,2048
131535,1,1,2048
131463,1,6,2048
131423,1,2,2048
131403,2,5,2048
131367,1,8,2048
131296,1,2,2048
131265,1,8,2048
131262,1,10,2048
131249,1,2,2048
131247,1,14,2048
131239,1,4,2048
131236,1,2,2048
131227,1,2,2048
131199,1,2,2048
131181,1,3,2048
131143,1,15,2048
64488,1,2,2048
64483,1,2,2048
64472,1,2,2048
64224,1,10,2048
64095,1,2,2048
64072,1,12,2048
64056,1,2,2048
64033,1,8,2048
64010,2,6,2048
63995,1,10,2048
63980,1,10,2048
63963,1,10,2048
63962,1,4,2048
63855,2,2,2048
63844,1,13,2048
63827,1,10,2048
63772,1,2,2048
63739,1,10,2048
63733,1,8,2048
63725,1,5,2048
63680,1,2,2048
63677,1,2,2048
63655,1,10,2048
63631,1,8,2048
63620,1,2,2048
63616,1,5,2048
63561,1,2,2048
63554,1,2,2048
63535,1,2,2048
63491,1,8,2048
63290,2,4,2048
63254,1,5,2048
63200,1,2,2048
63100,1,2,2048
63023,1,6,2048
63019,1,4,2048
63016,1,3,2048
63004,1,4,2048
62899,1,1,2048
62845,1,1,2048
62786,1,3,2048
62763,1,2,2048
62754,2,3,2048
62692,1,1,2048
62640,1,7,2048
62597,1,9,2048
62588,1,3,2048
62533,2,7,2048
62487,1,8,2048
62481,1,6,2048
62418,1,3,2048
62415,3,6,2048
62386,1,3,2048
62353,1,6,2048
62310,1,1,2048
62297,1,2,2048
62268,1,8,2048
62227,1,2,2048
62211,1,2,2048
62195,1,6,2048
62161,1,8,2048
62151,1,4,2048
62136,1,7,2048
62104,1,2,2048
62094,1,2,2048
62068,1,5,2048
62011,1,2,2048
61949,1,1,2048
61948,1,14,2048
61946,1,1,2048
61943,1,10,2048
61941,1,8,2048
61935,1,11,2048
61931,1,2,2048
61927,1,1,2048
61924,1,1,2048
61918,1,6,2048
61915,1,8,2048
61914,1,1,2048
61906,1,3,2048
61905,2,7,2048
61873,2,5,2048
61870,1,8,2048
61869,1,2,2048
61862,1,9,2048
61859,2,6,2048
61857,1,5,2048
61854,2,3,2048
61845,2,10,2048
61834,1,6,2048
61817,2,9,2048
61807,1,7,2048
61795,1,8,2048
61792,1,5,2048
61790,1,2,2048
61786,1,3,2048
61777,2,7,2048
61775,1,6,2048
61772,1,4,2048
61769,1,15,2048
61768,1,9,2048
61766,1,2,2048
61761,1,10,2048
61753,1,10,2048
61751,1,10,2048
61750,1,10,2048
61741,1,14,2048
61740,1,2,2048
61739,1,7,2048
61732,1,2,2048
61726,2,9,2048
61717,1,14,2048
61714,2,5,2048
61713,1,5,2048
61708,1,2,2048
61700,1,10,2048
61698,1,12,2048
